"","X","date","year","day","hhmmss","pixel_number","BH_Block","BH_Vine","BH_Leaf","round","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","Leaf_wp_bar","Stem_wp_bar","Leak","wrong_vine","treatment","Rep","leaf_temp_C"
"2240",1252,"2019-08-01",2019,213,"10:26:04",34,"B1_R2",6,2,"3",0.010795857,20.3355832,288.0760899,0.510210054,-0.882032144,31.18894516,33.11505806,2.325197661,43.95423037,NA,NA,NA,NA,1,2,NA
"2241",1253,"2019-08-01",2019,213,"13:09:51",34,"B1_R2",6,2,"4",0.012670668,24.50829801,265.5922774,0.506763932,0.844341626,37.20615161,38.80870323,2.696834164,52.90475631,NA,NA,NA,NA,1,2,NA
"2242",1254,"2019-08-01",2019,213,"16:17:11",34,"B1_R2",6,2,"5",0.010377965,20.69122458,257.8592845,0.365913023,-0.882032144,37.4512,38.771475,2.967141549,50.35053445,NA,NA,NA,NA,1,2,NA
"2243",1255,"2019-08-01",2019,213,"9:33:40",55,"B1_R3",1,2,"2",0.00446804,14.6884561,270.2707259,0.247250934,-0.882032144,29.43214839,30.72445161,1.877260706,50.57857203,NA,NA,NA,NA,1,3,NA
"2244",1256,"2019-08-01",2019,213,"11:08:43",55,"B1_R3",1,2,"3",0.00469202,13.69796957,244.3823251,0.183815573,0.844341626,34.68444516,35.66965161,2.582768538,50.63176425,NA,NA,NA,NA,1,3,NA
"2245",1257,"2019-08-01",2019,213,"13:48:57",55,"B1_R3",1,2,"4",0.004448552,8.920463741,260.1620542,0.133878089,-0.882032144,38.3322,38.67123226,3.29454366,50.46174327,NA,NA,NA,NA,1,3,NA
"2246",1258,"2019-08-01",2019,213,"16:58:55",55,"B1_R3",1,2,"5",0.005086912,12.64162152,233.6924437,0.157785363,0.844341626,38.11552581,38.5646129,3.207296121,50.87306652,NA,NA,NA,NA,1,3,NA
"2247",1259,"2019-08-01",2019,213,"9:28:12",55,"B1_R3",4,2,"2",0.002203222,10.49773695,228.1901396,0.115669837,-0.882032144,29.40258387,30.48870323,1.919497782,50.1406772,NA,NA,NA,NA,1,3,NA
"2248",1260,"2019-08-01",2019,213,"10:59:36",55,"B1_R3",4,2,"3",0.008134869,19.58125488,255.6081699,0.322144536,0.844341626,34.83772581,35.62079355,2.636140289,50.66606657,NA,NA,NA,NA,1,3,NA
"2249",1261,"2019-08-01",2019,213,"13:44:20",55,"B1_R3",4,2,"4",0.00706274,15.28991458,246.3095873,0.221536604,-0.882032144,38.21028387,38.99836774,3.226420321,49.91581366,NA,NA,NA,NA,1,3,NA
"2250",1262,"2019-08-01",2019,213,"16:53:49",55,"B1_R3",4,2,"5",0.005555469,14.05440443,214.8961672,0.156647278,0.844341626,38.93378065,39.11648387,3.521935071,49.21239948,NA,NA,NA,NA,1,3,NA
"2251",1263,"2019-08-01",2019,213,"9:22:28",55,"B1_R3",5,2,"2",0.003901255,10.72809558,291.3594338,0.214234537,-0.882032144,29.29800323,30.45984516,1.878119104,50.60321987,NA,NA,NA,NA,1,3,NA
"2252",1264,"2019-08-01",2019,213,"10:52:24",55,"B1_R3",5,2,"3",0.006976601,16.8176402,263.9897287,0.286638707,0.844341626,34.19558065,35.13474516,2.524748626,50.55355504,NA,NA,NA,NA,1,3,NA
"2253",1265,"2019-08-01",2019,213,"13:36:02",55,"B1_R3",5,2,"4",0.00560172,13.5838648,215.391966,0.151925433,-0.882032144,38.29193226,38.57799677,3.679824511,44.89232356,NA,NA,NA,NA,1,3,NA
"2254",1266,"2019-08-01",2019,213,"16:47:48",55,"B1_R3",5,2,"5",0.006958143,15.26603138,244.8754988,0.218409583,0.844341626,38.46833548,38.82105484,3.21044786,51.98337923,NA,NA,NA,NA,1,3,NA
"2255",1267,"2019-08-01",2019,213,"9:15:46",67,"B1_R4",2,2,"2",0.004781513,13.90951868,287.1467543,0.279278723,0.844341626,29.10045806,30.86296452,1.790437493,50.37194213,NA,NA,NA,NA,1,1,NA
"2256",1268,"2019-08-01",2019,213,"11:10:31",67,"B1_R4",2,2,"3",0.006702287,18.42863473,254.1711078,0.288281475,-0.882032144,33.79850645,34.88541935,2.415611931,51.09259922,NA,NA,NA,NA,1,1,NA
"2257",1269,"2019-08-01",2019,213,"14:08:38",67,"B1_R4",2,2,"4",0.008651102,15.50502243,256.2186209,0.253403003,0.844341626,39.81075806,40.86055806,3.457200401,50.014843,NA,NA,NA,NA,1,1,NA
"2258",1270,"2019-08-01",2019,213,"16:54:12",67,"B1_R4",2,2,"5",0.006475646,15.73384405,246.0256751,0.224267528,-0.882032144,36.8303,37.6045625,2.929601472,50.90767981,NA,NA,NA,NA,1,1,NA
"2259",1271,"2019-08-01",2019,213,"9:07:33",67,"B1_R4",3,2,"2",0.003783806,11.83775993,273.5547265,0.197194295,0.844341626,29.75380645,30.72841613,1.968311233,50.25363535,NA,NA,NA,NA,1,1,NA
"2260",1272,"2019-08-01",2019,213,"11:06:45",67,"B1_R4",3,2,"3",0.00355688,11.18859799,229.6067644,0.129853354,-0.882032144,34.7830871,35.28398387,2.740005553,49.51144102,NA,NA,NA,NA,1,1,NA
"2261",1273,"2019-08-01",2019,213,"14:01:59",67,"B1_R4",3,2,"4",0.006469313,12.02498723,248.156301,0.173452673,0.844341626,40.28398065,40.71023226,3.706064434,49.62331158,NA,NA,NA,NA,1,1,NA
"2262",1274,"2019-08-01",2019,213,"16:50:28",67,"B1_R4",3,2,"5",0.006276037,11.89172754,261.7537635,0.192738012,-0.882032144,37.1100625,37.7404375,3.282715933,46.61856597,NA,NA,NA,NA,1,1,NA
"2263",1275,"2019-08-01",2019,213,"8:59:49",67,"B1_R4",5,2,"2",0.003774627,11.7893668,280.1923457,0.209592099,0.844341626,29.16870645,30.13040968,1.854308294,51.41317043,NA,NA,NA,NA,1,1,NA
"2264",1276,"2019-08-01",2019,213,"11:02:04",67,"B1_R4",5,2,"3",0.004287789,13.31319372,238.0709855,0.168313515,-0.882032144,34.52006452,35.05789677,2.571415493,51.68194318,NA,NA,NA,NA,1,1,NA
"2265",1277,"2019-08-01",2019,213,"13:54:46",67,"B1_R4",5,2,"4",0.008542893,16.04928535,258.2486424,0.267121433,0.844341626,38.57306774,39.46057097,3.262558751,50.04088524,NA,NA,NA,NA,1,1,NA
"2266",1278,"2019-08-01",2019,213,"16:47:03",67,"B1_R4",5,2,"5",0.005798047,14.82803421,246.2909749,0.20678025,-0.882032144,37.2259875,37.7894625,2.82809153,54.01305087,NA,NA,NA,NA,1,1,NA
"2267",1279,"2019-08-01",2019,213,"7:59:52",23,"B2_R1",1,2,"2",0.002387253,10.20664392,291.365588,0.192917976,0.844341626,22.49148387,25.89100968,1.282270753,43.30496207,NA,NA,NA,NA,2,1,NA
"2268",1280,"2019-08-01",2019,213,"10:18:38",23,"B2_R1",1,2,"3",0.006195681,16.11673701,270.0416276,0.284434992,-0.882032144,31.78723871,32.42962258,2.272966203,49.97336077,NA,NA,NA,NA,2,1,NA
"2269",1281,"2019-08-01",2019,213,"12:58:36",23,"B2_R1",1,2,"4",0.011208562,19.97470545,269.1742874,0.400938274,0.844341626,37.28726129,38.62043871,2.95006286,50.17641446,NA,NA,NA,NA,2,1,NA
"2270",1282,"2019-08-01",2019,213,"16:10:23",23,"B2_R1",1,2,"5",0.006683899,15.25541727,247.409883,0.220935988,-0.882032144,37.8599125,38.9729375,3.059798544,50.55436883,NA,NA,NA,NA,2,1,NA
"2271",1283,"2019-08-01",2019,213,"7:49:56",23,"B2_R1",3,2,"2",0.004210954,12.84981263,305.5556087,0.316492581,0.844341626,23.76235806,24.87498065,1.415889433,48.68728068,NA,NA,NA,NA,2,1,NA
"2272",1284,"2019-08-01",2019,213,"10:14:25",23,"B2_R1",3,2,"3",0.006891931,14.28009935,296.1822852,0.338595231,-0.882032144,31.15653548,31.83975161,2.152309479,50.7083645,NA,NA,NA,NA,2,1,NA
"2273",1285,"2019-08-01",2019,213,"12:50:40",23,"B2_R1",3,2,"4",0.009585381,16.66485628,281.2396556,0.360719883,0.844341626,36.20271935,37.36130968,2.787807471,50.5082512,NA,NA,NA,NA,2,1,NA
"2274",1286,"2019-08-01",2019,213,"16:05:59",23,"B2_R1",3,2,"5",0.007639619,17.32060779,245.1586613,0.253719352,-0.882032144,37.4930375,38.4739375,3.072370471,49.84021611,NA,NA,NA,NA,2,1,NA
"2275",1287,"2019-08-01",2019,213,"7:39:00",23,"B2_R1",5,2,"2",0.002963214,10.96960319,304.3698939,0.248772029,0.844341626,22.62641935,23.89168387,1.249538953,50.64797529,NA,NA,NA,NA,2,1,NA
"2276",1288,"2019-08-01",2019,213,"10:09:35",23,"B2_R1",5,2,"3",0.004514234,14.91770293,256.3520593,0.220955779,-0.882032144,30.38651935,31.22728065,2.107357669,49.20164508,NA,NA,NA,NA,2,1,NA
"2277",1289,"2019-08-01",2019,213,"12:43:45",23,"B2_R1",5,2,"4",0.009533242,18.60228134,277.3275964,0.390637411,0.844341626,34.92759355,36.14850323,2.584586964,50.53724022,NA,NA,NA,NA,2,1,NA
"2278",1290,"2019-08-01",2019,213,"16:02:30",23,"B2_R1",5,2,"5",0.011902276,22.13945334,274.3188848,0.486545475,-0.882032144,36.229675,38.0237,2.63441119,51.15878914,NA,NA,NA,NA,2,1,NA
"2279",1291,"2019-08-01",2019,213,"7:56:10",35,"B2_R2",2,2,"2",0.004079696,13.12336472,294.9844087,0.281066988,-0.882032144,24.88816129,26.20550323,1.530828208,47.65643555,NA,NA,NA,NA,2,2,NA
"2280",1292,"2019-08-01",2019,213,"10:18:31",35,"B2_R2",2,2,"3",0.009196717,16.97473619,287.2404647,0.392704495,0.844341626,33.87974194,34.92715806,2.489143738,50.09449788,NA,NA,NA,NA,2,2,NA
"2281",1293,"2019-08-01",2019,213,"12:51:23",35,"B2_R2",2,2,"4",0.009084468,18.4511516,269.1026682,0.350089508,-0.882032144,35.36149355,36.24247097,2.724909533,50.21677631,NA,NA,NA,NA,2,2,NA
"2282",1294,"2019-08-01",2019,213,"16:21:22",35,"B2_R2",2,2,"5",0.007904721,14.07779599,267.2802052,0.249523902,0.844341626,38.6704129,39.6019871,3.213618625,50.83557122,NA,NA,NA,NA,2,2,NA
"2283",1295,"2019-08-01",2019,213,"7:47:50",35,"B2_R2",3,2,"2",0.004264667,13.78903661,297.8643479,0.310235767,-0.882032144,24.13927097,25.17522903,1.461019516,48.52410855,NA,NA,NA,NA,2,2,NA
"2284",1296,"2019-08-01",2019,213,"10:08:56",35,"B2_R2",3,2,"3",0.006622948,17.62087232,263.1833009,0.297569453,0.844341626,32.38542903,33.1318129,2.324138181,50.22177785,NA,NA,NA,NA,2,2,NA
"2285",1297,"2019-08-01",2019,213,"12:46:00",35,"B2_R2",3,2,"4",0.008642488,21.39398594,252.2288506,0.34941827,-0.882032144,34.34469677,35.12597097,2.603836179,49.97928142,NA,NA,NA,NA,2,2,NA
"2286",1298,"2019-08-01",2019,213,"16:14:25",35,"B2_R2",3,2,"5",0.00808489,16.07605346,262.9593161,0.276950455,0.844341626,37.92564516,39.43597097,2.984569067,50.68608864,NA,NA,NA,NA,2,2,NA
"2287",1299,"2019-08-01",2019,213,"7:37:45",35,"B2_R2",5,2,"2",0.003714843,8.499121541,324.6463698,0.261931271,-0.882032144,22.50053548,23.33187419,1.49547106,43.10696417,NA,NA,NA,NA,2,2,NA
"2288",1300,"2019-08-01",2019,213,"10:01:11",35,"B2_R2",5,2,"3",0.007386231,18.57867042,280.4794193,0.386370267,0.844341626,30.44065484,31.28341935,2.044026139,50.72102654,NA,NA,NA,NA,2,2,NA
"2289",1301,"2019-08-01",2019,213,"12:41:32",35,"B2_R2",5,2,"4",0.009271682,19.73870406,275.8072238,0.410027984,-0.882032144,33.06119355,34.0127129,2.41982555,49.55633851,NA,NA,NA,NA,2,2,NA
"2290",1302,"2019-08-01",2019,213,"16:07:21",35,"B2_R2",5,2,"5",0.009698106,17.64986765,269.6902599,0.339742608,0.844341626,37.93866129,38.80567419,2.959676746,52.85827949,NA,NA,NA,NA,2,2,NA
"2291",1303,"2019-08-01",2019,213,"8:32:54",48,"B2_R3",2,2,"2",0.002699631,12.90555035,246.1856237,0.165770959,-0.882032144,27.11790968,28.22083871,1.66701392,50.39078992,NA,NA,NA,NA,2,3,NA
"2292",1304,"2019-08-01",2019,213,"11:36:50",48,"B2_R3",2,2,"3",0.007722282,16.38228633,271.764091,0.305959389,0.844341626,35.20940968,36.68685806,2.622883834,49.87679358,NA,NA,NA,NA,2,3,NA
"2293",1305,"2019-08-01",2019,213,"13:16:01",48,"B2_R3",2,2,"4",0.008256155,17.0746723,267.0498295,0.308998724,-0.882032144,36.84824839,37.74633548,2.766252472,53.09818842,NA,NA,NA,NA,2,3,NA
"2294",1306,"2019-08-01",2019,213,"17:19:44",48,"B2_R3",2,2,"5",0.005442689,12.28312857,245.8912925,0.169558512,0.844341626,38.06131935,38.07574516,3.203321697,52.00135996,NA,NA,NA,NA,2,3,NA
"2295",1307,"2019-08-01",2019,213,"8:39:27",48,"B2_R3",4,2,"2",0.003027986,11.82770069,262.3495249,0.173708799,-0.882032144,27.92316452,28.83616774,1.785857793,50.00290483,NA,NA,NA,NA,2,3,NA
"2296",1308,"2019-08-01",2019,213,"11:30:03",48,"B2_R3",4,2,"3",0.008447094,15.51561911,279.2456262,0.317087137,0.844341626,35.69862258,36.58940645,2.773009425,50.24523354,NA,NA,NA,NA,2,3,NA
"2297",1309,"2019-08-01",2019,213,"13:22:56",48,"B2_R3",4,2,"4",0.009406208,16.73495544,274.9203776,0.336077066,-0.882032144,36.87392258,38.02026129,2.917383413,50.17917075,NA,NA,NA,NA,2,3,NA
"2298",1310,"2019-08-01",2019,213,"17:13:04",48,"B2_R3",4,2,"5",0.006168773,14.54157367,249.6671656,0.211753251,0.844341626,37.64852258,38.24945806,2.936391213,53.27846547,NA,NA,NA,NA,2,3,NA
"2299",1311,"2019-08-01",2019,213,"8:45:49",48,"B2_R3",5,2,"2",0.004523793,15.13092541,278.0733533,0.276115946,-0.882032144,28.22055806,29.35842903,1.716984253,51.8010612,NA,NA,NA,NA,2,3,NA
"2300",1312,"2019-08-01",2019,213,"11:20:41",48,"B2_R3",5,2,"3",0.005969195,16.12836213,251.4910234,0.239241071,0.844341626,34.25705161,35.26488065,2.560994221,49.88186605,NA,NA,NA,NA,2,3,NA
"2301",1313,"2019-08-01",2019,213,"13:28:15",48,"B2_R3",5,2,"4",0.007685925,16.0184391,256.5687311,0.257705252,-0.882032144,37.12980323,38.17360645,3.053702751,49.0461584,NA,NA,NA,NA,2,3,NA
"2302",1314,"2019-08-01",2019,213,"17:08:01",48,"B2_R3",5,2,"5",0.006920228,18.02758581,243.4706591,0.258072919,0.844341626,37.39358065,37.85341935,2.731592252,56.17318447,NA,NA,NA,NA,2,3,NA
"2303",1315,"2019-08-01",2019,213,"9:11:22",27,"B3_R1",1,2,"2",0.004177546,12.50332264,278.2559359,0.221340014,-0.882032144,29.74978387,30.78900645,1.948163186,50.51021871,NA,NA,NA,NA,3,1,NA
"2304",1316,"2019-08-01",2019,213,"12:03:33",27,"B3_R1",1,2,"3",0.010427341,19.36197916,272.2551851,0.393713527,0.844341626,36.41782903,37.66667097,2.797326526,50.62660817,NA,NA,NA,NA,3,1,NA
"2305",1317,"2019-08-01",2019,213,"14:09:00",27,"B3_R1",1,2,"4",0.010262514,17.69828138,272.4112227,0.353754098,-0.882032144,38.05913548,39.40057419,3.022569316,50.9236908,NA,NA,NA,NA,3,1,NA
"2306",1318,"2019-08-01",2019,213,"17:39:32",27,"B3_R1",1,2,"5",0.005787211,12.22364074,266.3577305,0.202229066,0.844341626,36.92382903,37.45232258,2.884284223,52.52729803,NA,NA,NA,NA,3,1,NA
"2307",1319,"2019-08-01",2019,213,"9:04:23",27,"B3_R1",3,2,"2",0.004498372,13.53031294,290.8380514,0.279537815,-0.882032144,28.18970968,29.78642258,1.687116991,51.08503447,NA,NA,NA,NA,3,1,NA
"2308",1320,"2019-08-01",2019,213,"11:56:41",27,"B3_R1",3,2,"3",0.008584679,16.86728649,272.6851312,0.325096022,0.844341626,36.18096452,37.4873871,2.748292134,50.66195967,NA,NA,NA,NA,3,1,NA
"2309",1321,"2019-08-01",2019,213,"14:04:13",27,"B3_R1",3,2,"4",0.010714417,19.0567127,269.7520183,0.37775183,-0.882032144,37.80263548,39.13096129,2.973422048,51.05744412,NA,NA,NA,NA,3,1,NA
"2310",1322,"2019-08-01",2019,213,"17:32:29",27,"B3_R1",3,2,"5",0.002884956,7.901121198,211.3121027,0.080191777,0.844341626,37.83142258,37.77923871,3.52341131,46.7204024,NA,NA,NA,NA,3,1,NA
"2311",1323,"2019-08-01",2019,213,"8:57:55",27,"B3_R1",6,2,"2",0.005170376,13.07304264,302.7595553,0.319697056,-0.882032144,27.99209677,29.19256774,1.712141602,51.16915159,NA,NA,NA,NA,3,1,NA
"2312",1324,"2019-08-01",2019,213,"11:49:03",27,"B3_R1",6,2,"3",0.009436996,17.12495076,281.7696946,0.373169158,0.844341626,35.72594839,37.10925161,2.663128096,50.70996643,NA,NA,NA,NA,3,1,NA
"2313",1325,"2019-08-01",2019,213,"13:59:38",27,"B3_R1",6,2,"4",0.0028627,7.037853134,229.9509689,0.080401275,-0.882032144,38.75677419,38.80704839,3.483398938,49.63758196,NA,NA,NA,NA,3,1,NA
"2314",1326,"2019-08-01",2019,213,"17:27:08",27,"B3_R1",6,2,"5",0.006723868,14.75285358,270.548026,0.262983226,0.844341626,36.72634839,37.54148065,2.611486487,55.43627866,NA,NA,NA,NA,3,1,NA
"2315",1327,"2019-08-01",2019,213,"8:24:29",45,"B3_R2",2,2,"2",0.003248002,12.03230587,280.8914397,0.212760177,-0.882032144,26.44084839,27.5331871,1.581433753,50.96033642,NA,NA,NA,NA,3,2,NA
"2316",1328,"2019-08-01",2019,213,"10:44:27",45,"B3_R2",2,2,"3",0.008971345,16.75711554,286.7262454,0.382271894,0.844341626,34.48521935,35.95585484,2.484205631,50.46975339,NA,NA,NA,NA,3,2,NA
"2317",1329,"2019-08-01",2019,213,"13:07:58",45,"B3_R2",2,2,"4",0.00837023,15.55121034,271.4882771,0.292140576,-0.882032144,36.65904516,37.43047742,2.960110766,50.01712834,NA,NA,NA,NA,3,2,NA
"2318",1330,"2019-08-01",2019,213,"16:39:55",45,"B3_R2",2,2,"5",0.009252792,19.57649295,260.1501756,0.343922021,0.844341626,37.8491871,38.81147419,2.790098189,54.81798263,NA,NA,NA,NA,3,2,NA
"2319",1331,"2019-08-01",2019,213,"8:18:42",45,"B3_R2",3,2,"2",0.002229884,12.84088963,224.923573,0.140257413,-0.882032144,25.92209677,27.10121935,1.621507014,48.24973335,NA,NA,NA,NA,3,2,NA
"2320",1332,"2019-08-01",2019,213,"10:37:15",45,"B3_R2",3,2,"3",0.008998501,18.24870489,278.9788963,0.384971072,0.844341626,34.37313548,35.95328065,2.476250398,50.03764037,NA,NA,NA,NA,3,2,NA
"2321",1333,"2019-08-01",2019,213,"13:03:58",45,"B3_R2",3,2,"4",0.009440297,20.59871215,260.338281,0.366404665,-0.882032144,35.67411935,37.10519355,2.712358838,49.68043353,NA,NA,NA,NA,3,2,NA
"2322",1334,"2019-08-01",2019,213,"16:33:43",45,"B3_R2",3,2,"5",0.008167091,15.82128989,268.8614635,0.288730676,0.844341626,38.0958871,38.99397097,2.896653936,54.03044673,NA,NA,NA,NA,3,2,NA
"2323",1335,"2019-08-01",2019,213,"8:14:26",45,"B3_R2",5,2,"2",0.005672699,5.32508903,359.8225001,0.415557891,-0.882032144,25.15935484,26.93970645,1.483004768,48.42296415,NA,NA,NA,NA,3,2,NA
"2324",1336,"2019-08-01",2019,213,"10:29:40",45,"B3_R2",5,2,"3",0.008001672,18.23981583,272.3366624,0.349924988,0.844341626,33.89843548,35.39205161,2.407147965,50.33930292,NA,NA,NA,NA,3,2,NA
"2325",1337,"2019-08-01",2019,213,"12:59:08",45,"B3_R2",5,2,"4",0.005904556,11.62742366,271.7587432,0.202736446,-0.882032144,36.63651613,37.52237742,2.948545953,49.82845841,NA,NA,NA,NA,3,2,NA
"2326",1338,"2019-08-01",2019,213,"16:28:38",45,"B3_R2",5,2,"5",0.007017959,11.79619018,268.5772614,0.206073845,0.844341626,39.15085161,39.58387097,3.417678674,50.56534084,NA,NA,NA,NA,3,2,NA
"2327",1339,"2019-08-01",2019,213,"8:48:03",54,"B3_R3",2,2,"2",0.005165066,14.28787601,287.2596113,0.291343677,0.844341626,29.0171,30.20647419,1.860516642,50.22308478,NA,NA,NA,NA,3,3,NA
"2328",1340,"2019-08-01",2019,213,"10:52:36",54,"B3_R3",2,2,"3",0.007693191,16.50847739,281.5566724,0.342225697,-0.882032144,33.54820968,34.96876129,2.36520386,50.44904452,NA,NA,NA,NA,3,3,NA
"2329",1341,"2019-08-01",2019,213,"13:44:11",54,"B3_R3",2,2,"4",0.010162905,17.66688544,278.9477126,0.380180112,0.844341626,37.94958065,39.58231935,2.796790014,52.99885346,NA,NA,NA,NA,3,3,NA
"2330",1342,"2019-08-01",2019,213,"16:36:27",54,"B3_R3",2,2,"5",0.005991304,11.30753837,264.6781597,0.185443975,-0.882032144,37.7835875,38.274,3.242832859,49.38405045,NA,NA,NA,NA,3,3,NA
"2331",1343,"2019-08-01",2019,213,"8:41:31",54,"B3_R3",4,2,"2",0.003423761,11.51020648,277.1222245,0.195874766,0.844341626,28.49588065,29.70142258,1.796162385,50.37748903,NA,NA,NA,NA,3,3,NA
"2332",1344,"2019-08-01",2019,213,"10:48:23",54,"B3_R3",4,2,"3",0.006380354,14.30595498,276.5673417,0.267537507,-0.882032144,33.81870645,34.81999355,2.466626912,50.47266827,NA,NA,NA,NA,3,3,NA
"2333",1345,"2019-08-01",2019,213,"13:38:38",54,"B3_R3",4,2,"4",0.010056312,18.25673109,268.5508141,0.351213851,0.844341626,38.13718065,39.62306129,2.977608647,51.32804219,NA,NA,NA,NA,3,3,NA
"2334",1346,"2019-08-01",2019,213,"16:33:02",54,"B3_R3",4,2,"5",0.008556649,13.28222265,286.6191451,0.292311967,-0.882032144,37.4296875,38.4053625,3.011320648,50.59489434,NA,NA,NA,NA,3,3,NA
"2335",1347,"2019-08-01",2019,213,"8:35:05",54,"B3_R3",6,2,"2",0.002175937,10.89241923,226.4986164,0.118880111,0.844341626,28.49093871,29.40016129,1.847633088,49.98197905,NA,NA,NA,NA,3,3,NA
"2336",1348,"2019-08-01",2019,213,"10:43:58",54,"B3_R3",6,2,"3",0.002681853,10.05473934,215.2779388,0.103530773,-0.882032144,33.99461613,34.61197419,2.579378064,49.96315496,NA,NA,NA,NA,3,3,NA
"2337",1349,"2019-08-01",2019,213,"13:32:30",54,"B3_R3",6,2,"4",0.009664441,16.08982874,276.5331601,0.32949289,0.844341626,38.1824,39.68124839,3.035859866,50.59462314,NA,NA,NA,NA,3,3,NA
"2338",1350,"2019-08-01",2019,213,"16:29:32",54,"B3_R3",6,2,"5",0.005107636,10.76809014,263.7671089,0.169823711,-0.882032144,37.5435875,38.6164,3.006996825,50.66721535,NA,NA,NA,NA,3,3,NA
"2339",1351,"2019-08-01",2019,213,"8:28:05",34,"B1_R2",2,3,"2",0.005308921,14.70479433,299.1692223,0.35073133,0.844341626,27.21863871,28.87978065,1.614620858,50.34597981,NA,NA,NA,NA,1,2,NA
"2340",1352,"2019-08-01",2019,213,"10:37:28",34,"B1_R2",2,3,"3",0.001031402,3.736592394,201.4355808,0.033645042,-0.882032144,34.74422258,34.56664839,3.002738238,46.53632479,NA,NA,NA,NA,1,2,NA
"2341",1353,"2019-08-01",2019,213,"13:24:22",34,"B1_R2",2,3,"4",0.009259787,16.26152198,272.3957332,0.316127535,0.844341626,38.29956129,39.81684839,3.022730201,50.98993171,NA,NA,NA,NA,1,2,NA
"2342",1354,"2019-08-01",2019,213,"16:24:56",34,"B1_R2",2,3,"5",0.005428251,17.47260192,204.2967914,0.183781463,-0.882032144,37.4155625,38.6194375,2.964902067,50.61570707,NA,NA,NA,NA,1,2,NA
"2343",1355,"2019-08-01",2019,213,"8:21:35",34,"B1_R2",3,3,"2",0.003247757,12.75486137,271.5794865,0.206602441,0.844341626,26.60412903,27.71817097,1.625010234,50.14207462,NA,NA,NA,NA,1,2,NA
"2344",1356,"2019-08-01",2019,213,"10:33:16",34,"B1_R2",3,3,"3",0.004760621,13.7043868,258.5252588,0.206616311,-0.882032144,33.06223226,34.20523548,2.354848161,50.23517917,NA,NA,NA,NA,1,2,NA
"2345",1357,"2019-08-01",2019,213,"13:18:37",34,"B1_R2",3,3,"4",0.007581703,15.52679471,240.6816577,0.217857473,0.844341626,39.3515,39.94308387,3.506316932,49.44182295,NA,NA,NA,NA,1,2,NA
"2346",1358,"2019-08-01",2019,213,"16:21:42",34,"B1_R2",3,3,"5",0.006853722,17.14374549,233.2063654,0.224774089,-0.882032144,37.8870125,38.7143375,3.086486831,51.01825788,NA,NA,NA,NA,1,2,NA
"2347",1359,"2019-08-01",2019,213,"8:13:15",34,"B1_R2",6,3,"2",0.005103951,15.87542337,298.3252885,0.3784302,0.844341626,25.06880968,26.87096129,1.452317937,48.99680992,NA,NA,NA,NA,1,2,NA
"2348",1360,"2019-08-01",2019,213,"10:27:29",34,"B1_R2",6,3,"3",0.009095012,22.36244094,271.4495843,0.452707848,-0.882032144,31.62971613,33.11393871,2.176238943,49.1622581,NA,NA,NA,NA,1,2,NA
"2349",1361,"2019-08-01",2019,213,"13:11:35",34,"B1_R2",6,3,"4",0.011165024,22.43509419,258.1866831,0.409426878,0.844341626,37.3455871,38.83999677,2.88130373,50.8655041,NA,NA,NA,NA,1,2,NA
"2350",1362,"2019-08-01",2019,213,"16:18:11",34,"B1_R2",6,3,"5",0.011740347,14.47603267,303.828344,0.438001981,-0.882032144,36.6454,38.61385,2.855010787,48.37077457,NA,NA,NA,NA,1,2,NA
"2351",1363,"2019-08-01",2019,213,"9:35:19",55,"B1_R3",1,3,"2",0.004319894,12.65290325,286.8588226,0.247089289,-0.882032144,29.1637,30.56563871,1.816758203,50.97357756,NA,NA,NA,NA,1,3,NA
"2352",1364,"2019-08-01",2019,213,"11:10:30",55,"B1_R3",1,3,"3",0.007230479,12.45886646,294.5675199,0.290109261,0.844341626,34.54975806,35.4761,2.585564802,50.41368275,NA,NA,NA,NA,1,3,NA
"2353",1365,"2019-08-01",2019,213,"13:50:04",55,"B1_R3",1,3,"4",0.007974528,15.73520494,267.7527029,0.281640226,-0.882032144,37.562,38.5663,2.907089087,52.35459988,NA,NA,NA,NA,1,3,NA
"2354",1366,"2019-08-01",2019,213,"17:00:14",55,"B1_R3",1,3,"5",0.005416231,13.45311916,236.6633847,0.173258444,0.844341626,37.95315484,38.42780323,3.121678407,51.64576322,NA,NA,NA,NA,1,3,NA
"2355",1367,"2019-08-01",2019,213,"9:29:54",55,"B1_R3",4,3,"2",0.003107254,11.99574111,252.7025457,0.163537842,-0.882032144,29.55990645,30.64137742,1.935860851,50.18316195,NA,NA,NA,NA,1,3,NA
"2356",1368,"2019-08-01",2019,213,"11:02:08",55,"B1_R3",4,3,"3",0.006191303,15.40297228,244.7178817,0.216267518,0.844341626,35.77506452,36.01005484,2.912771448,49.9423244,NA,NA,NA,NA,1,3,NA
"2357",1369,"2019-08-01",2019,213,"13:45:29",55,"B1_R3",4,3,"4",0.00668185,13.78490426,250.8113,0.204927713,-0.882032144,38.19740645,38.95260323,3.288407847,49.08754379,NA,NA,NA,NA,1,3,NA
"2358",1370,"2019-08-01",2019,213,"16:55:26",55,"B1_R3",4,3,"5",0.006110557,11.74263775,261.5850396,0.18775619,0.844341626,38.42155484,39.02285161,3.257255003,50.51142042,NA,NA,NA,NA,1,3,NA
