"","date","day","year","block_id","round","leaf_temp","Leak","wrong_vine","pixel_number","treatment","BLOCK","SUB_BLOCK","LEAF","VINE","stem_wp_MPa","leaf_wp_MPa"
"430","7/28/21",209,2021,"B3R3_NE",4,34.8,"no","no",54,3,"B3R3","_NE","_1","_5.9",-0.48,-1.06
"431","7/28/21",209,2021,"B3R3_NE",4,32.8,"no","no",63,3,"B3R3","_NE","_1","_5.12",-0.72,-1.16
"432","7/28/21",209,2021,"B3R3_SE",4,28.3,"no","no",65,3,"B3R3","_SE","_1","_5.3",-0.45,-1.15
"433","8/11/21",223,2021,"B1R1_NW",4,28.9,"no","no",4,1,"B1R1","_NW","_1","_5.14",-0.68,-1.42
"434","8/11/21",223,2021,"B1R1_SE",4,33.6,"no","no",6,1,"B1R1","_SE","_1","_5.3",-0.9,-1.15
"435","8/11/21",223,2021,"B1R1_SE",4,33.7,"no","no",15,1,"B1R1","_SE","_1","_5.10",-0.75,-1.15
"436","8/11/21",223,2021,"B1R3_NE",4,29.5,"no","no",53,1,"B1R3","_NE","_1","_5.14",-0.68,-1.35
"437","8/11/21",223,2021,"B1R3_SE",4,35.7,"no","no",46,1,"B1R3","_SE","_1","_5.6",-0.3,-1.35
"438","8/11/21",223,2021,"B1R3_SE",4,36.9,"no","no",55,1,"B1R3","_SE","_1","_5.10",-0.55,-1.2
"439","8/11/21",223,2021,"B1R4_NW",4,32.7,"no","no",67,1,"B1R4","_NW","_1","_5.14",-0.68,-1.35
"440","8/11/21",223,2021,"B1R4_SE",4,38.2,"no","no",60,1,"B1R4","_SE","_1","_5.10",-0.65,-1.1
"441","8/11/21",223,2021,"B1R4_SE",4,35,"no","no",69,1,"B1R4","_SE","_1","_5.6",-0.1,-1.05
"442","8/11/21",223,2021,"B2R1_NW",4,29.2,"no","no",14,2,"B2R1","_NW","_1","_5.5",-0.88,-1.61
"443","8/11/21",223,2021,"B2R1_NW",4,29.2,"no","no",23,2,"B2R1","_NW","_1","_5.10",-0.9,-1.55
"444","8/11/21",223,2021,"B2R1_SW",4,34.7,"no","no",16,2,"B2R1","_SW","_1","_5.3",-0.75,-1.45
"445","8/11/21",223,2021,"B2R2_NW",4,32.6,"no","no",24,2,"B2R2","_NW","_1","_5.4",-0.6,-1.21
"446","8/11/21",223,2021,"B2R2_SW",4,39.8,"no","no",26,2,"B2R2","_SW","_1","_5.10",-0.67,-1.15
"447","8/11/21",223,2021,"B2R2_SW",4,34,"no","no",35,2,"B2R2","_SW","_1","_5.13",-0.7,-1.15
"448","8/11/21",223,2021,"B2R3_NW",4,31.6,"no","no",47,2,"B2R3","_NW","_1","_5.7",-0.62,-1.62
"449","8/11/21",223,2021,"B2R3_NW",4,27.8,"no","no",48,2,"B2R3","_NW","_1","_5.14",-0.79,-1.66
"450","8/11/21",223,2021,"B2R3_SE",4,34.5,"no","no",50,2,"B2R3","_SE","_1","_5.5",-0.55,-1.12
"451","8/11/21",223,2021,"B3R1_NW",4,32.3,"no","no",18,3,"B3R1","_NW","_1","_5.6",-0.51,-1.78
"452","8/11/21",223,2021,"B3R1_SW",4,32.4,"no","no",20,3,"B3R1","_SW","_1","_5.9",-0.6,-1.1
"453","8/11/21",223,2021,"B3R1_SW",4,35.2,"no","no",29,3,"B3R1","_SW","_1","_5.14",-0.75,-1.15
"454","8/11/21",223,2021,"B3R2_NE",4,29.7,"no","no",34,3,"B3R2","_NE","_1","_5.14",-0.65,-1.61
"455","8/11/21",223,2021,"B3R2_NE",4,29.3,"no","no",43,3,"B3R2","_NE","_1","_5.7",-0.79,-1.38
"456","8/11/21",223,2021,"B3R2_SE",4,33.8,"no","no",45,3,"B3R2","_SE","_1","_5.7",-0.55,-1.15
"457","8/11/21",223,2021,"B3R3_NE",4,31.5,"no","no",54,3,"B3R3","_NE","_1","_5.9",-0.44,-1.43
"458","8/11/21",223,2021,"B3R3_NE",4,29.9,"no","no",63,3,"B3R3","_NE","_1","_5.12",-0.84,-1.41
"459","8/11/21",223,2021,"B3R3_SE",4,36.6,"no","no",65,3,"B3R3","_SE","_1","_5.3",-0.55,-1.1
"460","8/30/21",242,2021,"B1R1_NE",4,37.9,"no","no",4,1,"B1R1","_NE","_1","_5.12",-0.82,-1.27
"461","8/30/21",242,2021,"B1R1_NE",4,38.2,"no","no",13,1,"B1R1","_NE","_1","_5.3",-0.92,-1.2
"462","8/30/21",242,2021,"B1R1_SW",4,32,"no","no",6,1,"B1R1","_SW","_1","_5.8",-0.85,-1.55
"463","8/30/21",242,2021,"B1R3_NW",4,33.9,"no","no",44,1,"B1R3","_NW","_1","_5.6",-0.68,-1.4
"464","8/30/21",242,2021,"B1R3_NW",4,37.1,"no","no",53,1,"B1R3","_NW","_1","_5.11",-0.61,-1.04
"465","8/30/21",242,2021,"B1R3_SW",4,30.4,"no","no",46,1,"B1R3","_SW","_1","_5.4",NA,-1.7
"466","8/30/21",242,2021,"B1R4_NE",4,30.5,"no","no",58,1,"B1R4","_NE","_1","_5.10",-0.65,-1.5
"467","8/30/21",242,2021,"B1R4_NE",4,29.7,"no","no",67,1,"B1R4","_NE","_1","_5.14",-0.8,-1.55
"468","8/30/21",242,2021,"B1R4_SW",4,35,"no","no",60,1,"B1R4","_SW","_1","_5.7",-0.85,-1.3
"469","8/30/21",242,2021,"B2R1_NE",4,35.2,"no","no",23,2,"B2R1","_NE","_1","_5.7",-0.81,-1.25
"470","8/30/21",242,2021,"B2R1_SE",4,29.4,"no","no",16,2,"B2R1","_SE","_1","_5.11",-0.65,-1.1
"471","8/30/21",242,2021,"B2R1_SE",4,33.2,"no","no",25,2,"B2R1","_SE","_1","_5.7",-0.55,-1.2
"472","8/30/21",242,2021,"B2R2_NE",4,36.3,"no","no",24,2,"B2R2","_NE","_1","_5.4",-0.79,-1.21
"473","8/30/21",242,2021,"B2R2_NE",4,34,"no","no",33,2,"B2R2","_NE","_1","_5.12",-0.71,-1.03
"474","8/30/21",242,2021,"B2R2_SE",4,33.1,"no","no",35,2,"B2R2","_SE","_1","_5.3",-0.6,-1.35
"475","8/30/21",242,2021,"B2R3_NE",4,32.7,"no","no",48,2,"B2R3","_NE","_1","_5.9",-0.7,-1.6
"476","8/30/21",242,2021,"B2R3_SW",4,31.8,"no","no",49,2,"B2R3","_SW","_1","_5.3",NA,-1.65
"477","8/30/21",242,2021,"B2R3_SW",4,31.7,"no","no",50,2,"B2R3","_SW","_1","_5.14",-0.95,-1.15
"478","8/30/21",242,2021,"B3R1_NE",4,32.5,"no","no",27,3,"B3R1","_NE","_1","_5.5",-0.85,-1.35
"479","8/30/21",242,2021,"B3R1_NE",4,32.5,"no","no",20,3,"B3R1","_NE","_1","_5.8",-0.95,-1.65
"480","8/30/21",242,2021,"B3R1_SE",4,32.1,"no","no",29,3,"B3R1","_SE","_1","_5.8",-0.85,-1.45
"481","8/30/21",242,2021,"B3R2_NW",4,35.8,"no","no",34,3,"B3R2","_NW","_1","_5.13",-0.7,-1.21
"482","8/30/21",242,2021,"B3R2_SW",4,28.5,"no","no",36,3,"B3R2","_SW","_1","_5.9",-0.65,-1.4
"483","8/30/21",242,2021,"B3R2_SW",4,32.7,"no","no",45,3,"B3R2","_SW","_1","_5.10",-0.6,-1.35
"484","8/30/21",242,2021,"B3R3_NW",4,35.7,"no","no",54,3,"B3R3","_NW","_1","_5.5",-0.68,-1.16
"485","8/30/21",242,2021,"B3R3_SW",4,28.2,"no","no",56,3,"B3R3","_SW","_1","_5.7",-0.725,-1.45
"486","8/30/21",242,2021,"B3R3_SW",4,31.6,"no","no",65,3,"B3R3","_SW","_1","_5.10",-0.45,-1.5
"487","8/30/21",242,2021,"B1R1_NE",1,NA,"no","no",4,1,"B1R1","_NE","_1","_5.12",NA,-0.65
"488","8/30/21",242,2021,"B1R1_NE",1,NA,"no","no",13,1,"B1R1","_NE","_1","_5.3",NA,-0.62
"489","8/30/21",242,2021,"B1R1_SW",1,NA,"no","no",6,1,"B1R1","_SW","_1","_5.8",NA,-0.59
"490","8/30/21",242,2021,"B1R3_NW",1,NA,"no","no",44,1,"B1R3","_NW","_1","_5.6",NA,-0.55
"491","8/30/21",242,2021,"B1R3_NW",1,NA,"no","no",53,1,"B1R3","_NW","_1","_5.11",NA,-0.5
"492","8/30/21",242,2021,"B1R3_SW",1,NA,"no","no",46,1,"B1R3","_SW","_1","_5.4",NA,-0.55
"493","8/30/21",242,2021,"B1R4_NE",1,NA,"no","no",58,1,"B1R4","_NE","_1","_5.10",NA,-0.45
"494","8/30/21",242,2021,"B1R4_NE",1,NA,"no","no",67,1,"B1R4","_NE","_1","_5.14",NA,NA
"495","8/30/21",242,2021,"B1R4_SW",1,NA,"no","no",60,1,"B1R4","_SW","_1","_5.7",NA,-0.3
"496","8/30/21",242,2021,"B2R1_NE",1,NA,"no","no",23,2,"B2R1","_NE","_1","_5.7",NA,-0.7
"497","8/30/21",242,2021,"B2R1_SE",1,NA,"no","no",16,2,"B2R1","_SE","_1","_5.11",NA,-0.6
"498","8/30/21",242,2021,"B2R1_SE",1,NA,"no","no",25,2,"B2R1","_SE","_1","_5.7",NA,-0.55
"499","8/30/21",242,2021,"B2R2_NE",1,NA,"no","no",24,2,"B2R2","_NE","_1","_5.4",NA,-0.7
"500","8/30/21",242,2021,"B2R2_NE",1,NA,"no","no",33,2,"B2R2","_NE","_1","_5.12",NA,-0.62
"501","8/30/21",242,2021,"B2R2_SE",1,NA,"no","no",35,2,"B2R2","_SE","_1","_5.3",NA,-0.65
"502","8/30/21",242,2021,"B2R3_NE",1,NA,"no","no",48,2,"B2R3","_NE","_1","_5.9",NA,-0.65
"503","8/30/21",242,2021,"B2R3_SW",1,NA,"no","no",49,2,"B2R3","_SW","_1","_5.3",NA,-0.48
"504","8/30/21",242,2021,"B2R3_SW",1,NA,"no","no",50,2,"B2R3","_SW","_1","_5.14",NA,-0.51
"505","8/30/21",242,2021,"B3R1_NE",1,NA,"no","no",27,3,"B3R1","_NE","_1","_5.5",NA,-0.6
"506","8/30/21",242,2021,"B3R1_NE",1,NA,"no","no",20,3,"B3R1","_NE","_1","_5.8",NA,-0.56
"507","8/30/21",242,2021,"B3R1_SE",1,NA,"no","no",29,3,"B3R1","_SE","_1","_5.8",NA,-0.45
"508","8/30/21",242,2021,"B3R2_NW",1,NA,"no","no",34,3,"B3R2","_NW","_1","_5.13",NA,-0.55
"509","8/30/21",242,2021,"B3R2_SW",1,NA,"no","no",36,3,"B3R2","_SW","_1","_5.9",NA,-0.3
"510","8/30/21",242,2021,"B3R2_SW",1,NA,"no","no",45,3,"B3R2","_SW","_1","_5.12",NA,-0.41
"511","8/30/21",242,2021,"B3R3_NW",1,NA,"no","no",54,3,"B3R3","_NW","_1","_5.5",NA,-0.4
"512","8/30/21",242,2021,"B3R3_SW",1,NA,"no","no",56,3,"B3R3","_SW","_1","_5.7",NA,-0.54
"513","8/30/21",242,2021,"B3R3_SW",1,NA,"no","no",65,3,"B3R3","_SW","_1","_5.10",NA,-0.56
"514","9/8/21",251,2021,"B1R1_NE",4,37.4,"no","no",4,1,"B1R1","_NE","_1","_5.12",-0.8,-1.45
"515","9/8/21",251,2021,"B1R1_NE",4,39.4,"no","no",13,1,"B1R1","_NE","_1","_5.3",-0.84,-1.72
"516","9/8/21",251,2021,"B1R1_SW",4,37,"no","no",6,1,"B1R1","_SW","_1","_5.8",-0.95,-1.52
"517","9/8/21",251,2021,"B1R3_NW",4,37.4,"no","no",44,1,"B1R3","_NW","_1","_5.6",-0.8,-1.4
"518","9/8/21",251,2021,"B1R3_NW",4,37.4,"no","no",53,1,"B1R3","_NW","_1","_5.11",-0.59,-1.43
"519","9/8/21",251,2021,"B1R3_SW",4,34.1,"no","no",46,1,"B1R3","_SW","_1","_5.4",NA,NA
"520","9/8/21",251,2021,"B1R4_NE",4,35.4,"no","no",58,1,"B1R4","_NE","_1","_5.10",-0.7,-1.35
"521","9/8/21",251,2021,"B1R4_NE",4,36.9,"no","no",67,1,"B1R4","_NE","_1","_5.14",-0.67,-1.76
"522","9/8/21",251,2021,"B1R4_SW",4,35,"no","no",60,1,"B1R4","_SW","_1","_5.7",NA,NA
"523","9/8/21",251,2021,"B2R1_NW",4,35.8,"no","no",23,2,"B2R1","_NW","_1","_5.7",NA,-1.48
"524","9/8/21",251,2021,"B2R1_SE",4,33.6,"no","no",16,2,"B2R1","_SE","_1","_5.11",NA,NA
"525","9/8/21",251,2021,"B2R1_SE",4,29.4,"no","no",25,2,"B2R1","_SE","_1","_5.7",-1.8,NA
"526","9/8/21",251,2021,"B2R2_NE",4,34.7,"no","no",24,2,"B2R2","_NE","_1","_5.4",-0.74,-1.4
"527","9/8/21",251,2021,"B2R2_NE",4,37,"no","no",33,2,"B2R2","_NE","_1","_5.12",-0.63,-1.46
"528","9/8/21",251,2021,"B2R2_SE",4,30.3,"no","no",35,2,"B2R2","_SE","_1","_5.3",-1.82,-1.83
"529","9/8/21",251,2021,"B2R3_NE",4,36.9,"no","no",48,2,"B2R3","_NE","_1","_5.9",-0.56,-1.62
"530","9/8/21",251,2021,"B2R3_SW",4,NA,"no","no",49,2,"B2R3","_SW","_1","_5.3",NA,NA
"531","9/8/21",251,2021,"B2R3_SW",4,30.3,"no","no",50,2,"B2R3","_SW","_1","_5.14",NA,NA
"532","9/8/21",251,2021,"B3R1_NE",4,35.4,"no","no",27,3,"B3R1","_NE","_1","_5.5",-0.8,-1.74
"533","9/8/21",251,2021,"B3R1_NE",4,37.2,"no","no",20,3,"B3R1","_NE","_1","_5.8",-0.84,-1.8
"534","9/8/21",251,2021,"B3R1_SE",4,33.8,"no","no",29,3,"B3R1","_SE","_1","_5.8",NA,NA
"535","9/8/21",251,2021,"B3R2_NW",4,36.8,"no","no",34,3,"B3R2","_NW","_1","_5.13",-0.71,-1.3
"536","9/8/21",251,2021,"B3R2_SW",4,31.7,"no","no",36,3,"B3R2","_SW","_1","_5.9",NA,NA
"537","9/8/21",251,2021,"B3R2_SW",4,34.3,"no","no",45,3,"B3R2","_SW","_1","_5.12",NA,NA
"538","9/8/21",251,2021,"B3R3_NW",4,36.4,"no","no",54,3,"B3R3","_NW","_1","_5.5",-0.72,-1.35
"539","9/8/21",251,2021,"B3R3_SW",4,34.2,"no","no",56,3,"B3R3","_SW","_1","_5.7",NA,NA
"540","9/8/21",251,2021,"B3R3_SW",4,33.3,"no","no",65,3,"B3R3","_SW","_1","_5.10",NA,NA
